Outdated_content,Updated_content,Temporal_Validity_Tag
"Confusion this may have caused,” lawyers from Schillings speaking on behalf of two sisters said, “The Willow Farms brand is exclusive to Tesco, but the raw material is not.” Willow Farm is one of seven so-called “farm” brands launched by Tesco last year to stop customers defecting to cheaper rivals.","Confusion this may have caused,” lawyers from Schillings speaking on behalf of two sisters said, “The Willow Farms brand is exclusive to Tesco, but the raw material is not.” Willow Farm is one of seven brands owned by Tesco, including Sainsbury’s and Marks.",1
"Off as justifiable collateral damage in our war against… what exactly? There is no war except with ourselves. It’s a culture war. The cause is “strong borders,” but strong against what? Despite the rhetoric, this is not an invasion. If the strong borders are to protect our economy – well, these are young, fit workers who could boost our economies if we actually let them.","Off as justifiable collateral damage in our war against… what exactly? There is no war except with ourselves. It’s a culture war. The cause is “strong borders,” but strong against what? Despite the rhetoric, this is not an invasion. If there were a war against the refugees who have come to Europe, we would not be able to win it.",0
"A strong player, a good technical player with England. He will have big competition, but I think he is able to take that challenge – that’s without me giving him a decision; he must take the decision himself.” Martin O’Neill, the Ireland manager, has omitted Rice from his squad for the UEFA Nations League game against Wales in Cardiff next Thursday.","A strong player, a good technical player with England. He will have big competition, but I think he is able to take that challenge – that’s without me giving him a decision; he must take the decision himself.” Martin O’Neill, the Ireland manager, has said he will be looking for a strong player who is also a good technical player in",0
"Searching for their missing leader, our idealistic travellers Andrew Garfield and Adam Driver encounter dangerous weather, double-crosses, imprisonment, and physical torture. For a film about a spiritual journey, it has its share of action. There are plenty of films with friendly fathers or clerics killed off as a device to kickstart a supernatural horror schlocker. What distinguishes Silence is","Searching for their missing leader, our idealistic travellers Andrew Garfield and Adam Driver encounter dangerous weather, double-crosses, imprisonment, and physical torture. For a film about a spiritual journey, it has its share of action. There are plenty of films with friendly, supportive people, and plenty of films with unfriendly, unsupportive people.",0
"Riot at Loftus Road in beating QPR 5-2. Lee Tomlin’s goals either side of halftime set Aitor Karanka’s team on the road to a much-needed and long-awaited away win to lift them to 15th in the table, where they leapfrogged QPR by another 3-3.","Riot at Loftus Road in beating QPR 5-2. Lee Tomlin’s goals either side of halftime set Aitor Karanka’s team on the road to a much-needed and long-awaited away win at QPR, and the beating of a team who are bottom.",1
"Hard to believe, some of the harshest criticism came from CNN, which labelled Australia 'the rich world’s weakest link at COP26.' The broadcaster contrasted the Morrison government’s 'defiant' climate plan against the US, UK, and EU’s efforts to legislate net zero and cut greenhouse gas emissions.","Hard to believe, some of the harshest criticism came from CNN, which labelled Australia 'the rich world’s weakest link at COP26.' The broadcaster contrasted the Morrison government’s 'defiant' stance against the UK and other rich nations with its weakness at the conference.",0
"Afternoon, I nicked a spoonful of beef chasseur. ""Oh my god,"" I thought, ""what the hell is that?"" I went straight into the kitchen and asked the chef, who explained I was tasting fresh tarragon. He knew then what he wanted to do. ""I sat my last exam and started work in the kitchen the next day,"" he said.","Afternoon, I nicked a spoonful of beef chasseur. ""Oh my god,"" I thought, ""what the hell is that?"" I went straight into the kitchen and asked the chef, who explained I was tasting fresh tarragon. The chef, Alexander Watts, at the Three Hundred Bistro in London, is talking.",1
"Xton Street – for years a bastion of East End cockneyism with its pie and mash shop, fruit’n’veg market, and more pubs than can possibly be healthy on one street. Nelson filmed for four years, capturing the end of a way of life as the craft beer shops and art galleries move in, followed by property developers.","Xton Street – for years a bastion of East End cockneyism with its pie and mash shop, fruit’n’veg market, and more pubs than can possibly be healthy on one street. Nelson filmed for four years in the 1980s; the film is a portrait of a place that has changed beyond recognition.",1
"Our health and welfare and to accelerate the conversation on how to reduce the threat. Instead, the industry has for decades invested millions in climate denial and obfuscation in order to delay legislative action and avoid losing market share. At the same time, oil, natural gas, and coal companies have benefited for decades from hundreds of billions in government subsidies.","Our health and welfare and to accelerate the conversation on how to reduce the threat. Instead, the industry has for decades invested millions in climate denial and obfuscation in order to delay legislative action and avoid losing market share. At the same time, the industry has made billions of dollars by lobbying and funding research that",1
"“Precautionary” response from the AFMA which allows permits for fishing of orange roughy in two areas off Tasmania. New Zealand vessels have begun arriving in Tasmania, and the AFMA said it had granted one boat approval to trawl for the species this year. “It has real implications for the ability of these fish.","“Precautionary” response from the AFMA which allows permits for fishing of orange roughy in two areas off Tasmania. New Zealand vessels have begun arriving in Tasmania, and the AFMA said it had granted permits to fish for orange roughy in two areas off the state’s west coast.",0
"Fields, 'It’ll be the equivalent of napalming mice across rural NSW,' Marshall told the ABC. 'This chemical, this poison, will eliminate mice that take these baits within 24 hours. Even if grain’s in silos, mice can get to it,' like Tyler Jones discovered in Tullamore when cleaning out.","Fields, 'It’ll be the equivalent of napalming mice across rural NSW,' Marshall told the ABC. 'This chemical, this poison, will eliminate mice that take these baits within 24 hours. Even if grain’s poison is confined to the paddocks, it could be a disaster.'",0
I now feel I have neither the capacity nor the compassion to help others. I feel completely without a voice and hope you will allow me one.,I now feel I have neither the capacity nor the compassion to help others. I feel completely without a voice and hope you will allow me one.,1
"In Davos on Monday evening, a survey of chief executives by the consultancy firm PwC was released, showing a downbeat mood about the immediate global outlook and longer-term survival prospects of the UK. CEOs questioned, 21% said they could not see their businesses lasting a decade on their current trajectories, rising to 3%.","In Davos on Monday evening, a survey of chief executives by the consultancy firm PwC was released, showing a downbeat mood about the immediate global outlook and longer-term survival prospects of the UK. CEOs questioned, 45% said they were pessimistic about the short-term outlook.",1
"Opening as the Brexit saga has drained any residual goodwill towards the UK, “They’ve had enough; they just want us out,” says one well-placed source. There will be a meeting of those EU heads of government on 10 April. It’s probably best not to assume their patience with Britain’s ongoing nervous breakdown.","Opening as the Brexit saga has drained any residual goodwill towards the UK, “They’ve had enough; they just want us out,” says one well-placed source. There will be a meeting of those EU heads of government on Sunday morning to discuss the UK’s Brexit position.",1
"Reporting of the phantom carbon credits scandal is very welcome, but the bigger problem lies with the concept of offsetting itself. Whether in the established market in carbon or the quickly emerging market in biodiversity, such schemes offer a licence, indeed an incentive, to polluters to carry on polluting without damage – emissions or ecological vandalism.","Reporting of the phantom carbon credits scandal is very welcome, but the bigger problem lies with the concept of offsetting itself. Whether in the established market in carbon or the quickly emerging market in biodiversity, such schemes offer a licence, indeed an excuse, for continued pollution. The phantom carbon credits scandal.",1
"Mining areas also contribute to illegal goldmining activity. In the absence of any state enforcement, the A’i Cofán of Sinangoe, a community of 300 people who live by hunting, fishing, and farming, have decided to oppose mining in their corner of the pristine Amazon. They now police their ancestral land near the Colombia border.","Mining areas also contribute to illegal goldmining activity. In the absence of any state enforcement, the A’i Cofán of Sinangoe, a community of 300 people who live by hunting, fishing, and farming, have decided to take matters into their own hands to protect their ancestral lands from illegal goldmining.",1
"House party and police say an unidentified female was critically injured in the shooting. They have yet to make any arrests. “We are devastated to hear about the passing of Aaron Lowe. Our thoughts and prayers are with Aaron’s family and friends, along with the other individual who was harmed in this tragic incident,” Utah coach Kyle said.","House party and police say an unidentified female was critically injured in the shooting. They have yet to make any arrests. “We are devastated to hear about the passing of Aaron Lowe. Our thoughts and prayers are with Aaron’s family and friends at this difficult time,” said the police commissioner, Shaun.",1
"Lines the concern in local government over the health of private sector firms in the wake of Carillion’s collapse. Councillor Barry Rawlings, leader of the Labour group in Barnet, said the warning from Capita and its falling share price raised questions over how the council might respond to further troubles. Speaking to The Guardian after the profits warning, he expressed concern.","Lines the concern in local government over the health of private sector firms in the wake of Carillion’s collapse. Councillor Barry Rawlings, leader of the Labour group in Barnet, said the warning from Capita and its falling share price highlighted the need for more government investment in the public sector. “The government needs to invest more.”",0
Director of QuickQuid owner kept watchdog role as lender hit rocks. A former director of QuickQuid’s owner continued to sit on an influential committee at the city regulator as the payday lender headed for administration amid mounting claims for compensation from customers sold high-interest loans. Nick Lord joined the Financial Conduct Authority’s regulatory decisions.,"Director of QuickQuid owner kept watchdog role as lender hit rocks. A former director of QuickQuid’s owner continued to sit on an influential committee at the city regulator as the payday lender headed for administration amid mounting losses and a string of regulatory fines. The lender’s director,",0
"Off after the First World War, she focused her efforts on farming and conservation. In 1930, she purchased land around Coniston and donated a portion of it to the National Trust, initially managing the estate herself. She died in December 1943 at Castle Cottage, Sawrey, in her beloved Lake District.","Off after the First World War, she focused her efforts on farming and conservation. In 1930, she purchased land around Coniston and donated a portion of it to the National Trust, initially managing the estate herself. She died in December 1939, leaving her estate to the Trust.",1
"Victims and I would urge them to come forward,” Furphy added. “The more people who come forward, the more information we have and the better chance we have of finding the offender.” The offences took place between 7 a.m. and 9 a.m. and 4 p.m. and 6 p.m. The first incident is believed to have taken place on 16 October.","Victims and I would urge them to come forward,” Furphy added. “The more people who come forward, the more information we have and the better chance we have of finding the offender.” The offences took place between 7 a.m. and 11 a.m. on Tuesday, 24 February 2020.",1
"The report comes after the US threw its support behind opposition leader Juan Guaidó, who declared himself president on Wednesday. Russia and China, both of which have invested heavily in the country, have attacked the US for encroaching on Venezuela’s sovereignty. The Russian president, Vladimir Putin, on Thursday accused","The report comes after the US threw its support behind opposition leader Juan Guaidó, who declared himself president on Wednesday. Russia and China, both of which have invested heavily in the country, have attacked the US for encroaching on their influence. The US has accused Russia of",1
"I don't want it to be ‘the Harry Maguire show.’ I want it to be the Sheffield United show. I want us to show how good we are,” Dean Henderson, the home goalkeeper on loan from Manchester United, cannot play, so Simon Moore will get a rare outing. “It’s a great opportunity for Simon.","I don't want it to be ‘the Harry Maguire show.’ I want it to be the Sheffield United show. I want us to show how good we are,” Dean Henderson, the home goalkeeper on loan from Manchester United, has made it clear that he wants to prove his value to Sheffield.",1
"Also spoke about her experience with long-term coronavirus symptoms, including extreme fatigue, a racing heart, and brain fog. She would not perform until she was fully recovered, she said, adding, “I feel like the only way I can focus on me is to actually focus on me.” On Monday, Price shared a message of gratitude to her Instagram followers, her first post since her...","Also spoke about her experience with long-term coronavirus symptoms, including extreme fatigue, a racing heart, and brain fog. She would not perform until she was fully recovered, she said, adding, “I feel like the only way I can focus on me is to actually take a step back from performing.” The 36-year-old singer, who has been...",1
"Red colour has usually been seen as an omen of terrible events. The Book of Joel in the Hebrew Bible warns that “the sun will turn into darkness and the moon into blood before the great and terrible day of the Lord comes.” Today, scientists have a more prosaic explanation for the moon’s crimson transformation: it is caused when the moon","Red colour has usually been seen as an omen of terrible events. The Book of Joel in the Hebrew Bible warns that “the sun will turn into darkness and the moon into blood before the great and terrible day of the Lord comes.” The sun and the moon were thought to be the eyes of God, and their colour was",1
"Crucial upcoming fixtures that will likely come to define perceptions of his coaching career: wins against Vietnam in Melbourne on Thursday night and Oman next week, along with victories over Japan and Saudi Arabia in the next international window, would guarantee the Socceroos an automatic qualification slot for Qatar 2022.","Crucial upcoming fixtures that will likely come to define perceptions of his coaching career: wins against Vietnam in Melbourne on Thursday night and Oman next week, along with victories over Japan and Saudi Arabia in the coming weeks, will likely come to define how the Australian national team coach is perceived.",1
"As Pfizer, Novartis, and AstraZeneca, Holmes said she took the studies to mean the devices had been vetted. One study conducted by Stanford University concluded the blood devices had found “very clear patterns of disease progression, remission, and effects of therapies are apparent.” Holmes said that at the time the numbers meant “our system was working.","As Pfizer, Novartis, and AstraZeneca, Holmes said she took the studies to mean the devices had been vetted. One study conducted by Stanford University concluded the blood devices had found “very clear patterns of disease progression reminiscent of what is seen in clinical trials.” The companies said the study showed that",0
"Didn’t actually use the words ""this represents a Labour Green New Deal."" The sums involved are considerable. The Office for Budget Responsibility (OBR) expects capital spending to be just shy of £120bn in the current financial year, so Labour’s plans would involve a 25% increase. When he was shadow chancellor at the 2019 general election,","Didn’t actually use the words ""this represents a Labour Green New Deal."" The sums involved are considerable. The Office for Budget Responsibility (OBR) expects capital spending to be just shy of £120bn in the current financial year, so Labour’s pledge to double that to £240bn in the next four years.",1
Aw has taken two watercolours by the German Renaissance artist Albrecht Dürer and converted them into animated 3D lightboxes. Still life becomes restlessly mobile life. This is a subtle introduction to a show that spectacularly examines our obsessive need to depict and collect nature. Dürer was one of the first.,"Aw has taken two watercolours by the German Renaissance artist Albrecht Dürer and converted them into animated 3D lightboxes. Still life becomes restlessly mobile life. This is a subtle introduction to a show that will, by the end, be quite a bit more complex. The animations",0
"A lot last week, I sat in one morning with the charity and heard Nicky chatting to Mavis. They sounded like old friends, talking of families, Christmas plans, the cats’ behaviour, and laughing. Mavis said she was having a busy time; she’d made eight Christmas cakes, was about to go out, and had two church events, but Nicky...","A lot last week, I sat in one morning with the charity and heard Nicky chatting to Mavis. They sounded like old friends, talking of families, Christmas plans, the cats’ behaviour, and laughing. Mavis said she was having a cup of tea with her friend Nicky, who is 94 and has had a stroke.",0
"Acho, if a Muslim man planted bombs in predominantly white neighborhoods before blowing himself up, you could bet that the White House and various media outlets would label him a terrorist and draw some connection between his religion and his violent acts. But the case of the Austin bomber reveals an enduring double standard: white Christian terrorists continue to","Acho, if a Muslim man planted bombs in predominantly white neighborhoods before blowing himself up, you could bet that the White House and various media outlets would label him a terrorist and draw some connection between his religion and his actions. The same could be said of a Jewish man who planted bombs in",1
"Luxury for too long, it has been the “Cinderella service,” always forgotten when resources are being handed out and the first to be cut when times are hard. In recent years, with cross-party momentum behind it, finally mental health is beginning to get the attention it deserves. Earlier this month, Simon Stevens suggested the promised expansion of mental health care might be under threat if there","Luxury for too long, it has been the “Cinderella service,” always forgotten when resources are being handed out and the first to be cut when times are hard. In recent years, with cross-party momentum behind it, finally mental health is beginning to get the investment it needs in the UK. The government’s new mental health strategy, unveiled last week",1
"Icans can have more sunlight in the evenings: ""No more switching clocks."" The Senate passes an act to make daylight saving time permanent on 16 March. This has been discussed on numerous occasions in the UK. Indeed, a private member’s bill some years ago from the Conservative MP Rebecca Harris failed through lack of time. The benefits of the UK moving forward.","Icans can have more sunlight in the evenings: ""No more switching clocks."" The Senate passes an act to make daylight saving time permanent on 16 March. This has been discussed on numerous occasions in the UK. Indeed, a private member’s bill was introduced to Parliament last year to allow the country to switch to permanent daylight saving time.",1
"At Martlets Hospice in Hove, it read, “In July, Mum was diagnosed with a stage 4 glioblastoma, a fast-growing and highly aggressive malignant brain tumour.” In the four months that followed, she displayed remarkable resilience and strength despite undergoing brain surgery and countless radiotherapies in her final.","At Martlets Hospice in Hove, it read, “In July, Mum was diagnosed with a stage 4 glioblastoma, a fast-growing and highly aggressive malignant brain tumour.” In the four months that followed, I was told by the oncologist that my mother would not survive.",1
Stop putting in the effort; you lose your muscle. This was on my mind as I watched microwavable black plastic containers whizzing up a conveyor belt at a recycling depot in Kent. This is progress. Innovation in plastic chemistry means these trays can now be recycled. Most people assume all this is recyclable.,"Stop putting in the effort; you lose your muscle. This was on my mind as I watched microwavable black plastic containers whizzing up a conveyor belt at a recycling depot in Kent. This is progress. Innovation and technology are moving fast, and it’s easy to be caught up in the excitement.",1
"Of the city’s UK Year of Culture, the postpandemic shortlist consists entirely of artist collectives from London, Belfast, Hastings, and Cardiff, all using different kinds of social engagement – agitprop, music, film, food – in collaborative, funny, serious, and absurd ways. Too much to unpack here, and I would not be surprised if they all win.","Of the city’s UK Year of Culture, the postpandemic shortlist consists entirely of artist collectives from London, Belfast, Hastings, and Cardiff, all using different kinds of social engagement – agitprop, music, film, food – in order to create a sense of community and to help people reconnect with their local area and each other.",1
"NSW police are not aware of any threats made against Katherine Deves. The New South Wales police say they are not aware of any threats made against the Liberal Party’s controversial candidate in Warringah, Katherine Deves, after an interview in which she said she had received “death threats” over comments about transgender people that she made online.","NSW police are not aware of any threats made against Katherine Deves. The New South Wales police say they are not aware of any threats made against the Liberal Party’s controversial candidate in Warringah, Katherine Deves, after an alleged text message attack. The 2019 election has been marred by allegations.",0
"By masses of spawn and then by innumerable tadpoles. Now the date has become variable but results in very little spawn, which after a couple of weeks collapses into featureless slime. The number of pond species has steeply declined, and if you put, say, Daphnia into a jar of pond water, they all die instantly. The problem is what?","By masses of spawn and then by innumerable tadpoles. Now the date has become variable but results in very little spawn, which after a couple of weeks collapses into featureless slime. The number of pond species has steeply declined, with many of the native species now absent or reduced to a few isolated ponds or pools.",1
"Along with the Level 1 sanction he imposed, the match referee was satisfied that the cream was applied to the finger purely for medical purposes,” an ICC statement said. “The cream was not applied as an artificial substance to the ball and consequently it did not change the condition of the ball, which would have been in breach of clause 41.","Along with the Level 1 sanction he imposed, the match referee was satisfied that the cream was applied to the finger purely for medical purposes,” an ICC statement said. “The cream was not applied as an artificial substance to the finger in order to gain an advantage in the match. The match referee was satisfied that the cream",1
"That’s what the priciest item went for at an auction of the company’s office supplies, according to the BBC. The sale marks the latest episode in the continuing saga of Elon Musk’s $44bn takeover of the company, which has generated seemingly endless chaos – from sudden policy changes to the elimination of thousands.","That’s what the priciest item went for at an auction of the company’s office supplies, according to the BBC. The sale marks the latest episode in the continuing saga of Elon Musk’s $44bn ($54bn) takeover of Twitter. The company’s supplies were auctioned off.",0
"Currency markets never took the idea seriously that the UK would leave the EU without a deal when Theresa May was prime minister. That has changed in the past five days, as the new government has rammed home the message that the 31 October deadline for departure is set in stone. Johnson believes that the UK has to show it is ready for no deal.","Currency markets never took the idea seriously that the UK would leave the EU without a deal when Theresa May was prime minister. That has changed in the past five days, as the new government has rammed home the message that the 31 October deadline is real. The pound is at a five-month low against the dollar and ster",1
"Hurricane Ida New Orleans loses power as Category 4 storm hits. Hurricane Ida has knocked out power in New Orleans after making landfall in Louisiana as a brutal Category 4 storm slamming the coast with 150 mph sustained winds, one of the most powerful storms to hit the US.",Hurricane Ida New Orleans loses power as Category 4 storm hits. Hurricane Ida has knocked out power in New Orleans after making landfall in Louisiana as a brutal Category 4 storm slamming the Gulf Coast. It has been described as the strongest storm to hit.,0
"Warning others, Oxfam confirmed that while the doorknockers were not directly linked to Oxfam, the group was employed by Global Interactive to fundraise on the charity’s behalf. Global Interactive is an “outsourced sales solution” company contracted by Oxfam to assist in its fundraising campaign. Both Oxfam and Global Interactive are assist.","Warning others, Oxfam confirmed that while the doorknockers were not directly linked to Oxfam, the group was employed by Global Interactive to fundraise on the charity’s behalf. Global Interactive is an “outsourced sales solution” that sells advertising to charities. It has a contract with Oxfam.",1
"Longest lunar eclipse of the century to give UK a rare celestial thrill. Britain will witness a spectacular and rare celestial spectacle this week at dusk on Friday. The full moon will rise and reveal itself colored a deep red. The nation will then experience a blood moon, or as astronomers term it, a total lunar eclipse this week.","Longest lunar eclipse of the century to give UK a rare celestial thrill. Britain will witness a spectacular and rare celestial spectacle this week at dusk on Friday. The full moon will rise and reveal itself colored in a deep, rich red. This is a total lunar eclipse, the first in a series of three this year.",1
"Asmus said, “I know Siya is a good leader, and I am excited about what he can offer us. I have always understood the transformation issues and that they are part of the way we are heading, and I have bought into that. We are trying to fix all the wrong things that were done in the past. The recent things that happened did not have a bearing on this decision.”","Asmus said, “I know Siya is a good leader, and I am excited about what he can offer us. I have always understood the transformation issues and that they are part of the way we are heading, and I have bought into that. We are trying to be a little bit more inclusive. That is the right thing to do, and it’s a good thing.”",1
"And backwards with more than 10 minutes remaining, as far as Åge Hareide and his players are concerned, this was mission accomplished as Denmark collected the point that guaranteed second spot in Group C irrespective of the result in the game between Peru and Australia. Denmark can now look forward to a last-16 tie against Croatia in Nizhny.","And backwards with more than 10 minutes remaining, as far as Åge Hareide and his players are concerned, this was mission accomplished as Denmark collected the point that guaranteed second spot in Group C irrespective of the result in the game between Sweden and Norway. It was a game that the Swedes needed to",1
"Lifetime guarantee is no longer valid because of a company acquisition that took place two and a half years before our guarantees were issued cf Ipswich. This is a breathtakingly brazen attempt to back out of a legal commitment. Lifetime guarantees can be ambiguous; they might mean the expected lifetime of the product, the trading lifetime of the manufacturer, or",Lifetime guarantee is no longer valid because of a company acquisition that took place two and a half years before our guarantees were issued cf Ipswich. This is a breathtakingly brazen attempt to back out of a legal commitment. The company Ipswich Town and Country Estate PLC was acquired by the UK-based property group.,1
"Canadian farmers, because the climate was too cold to compost it, adopted it as a reinforcing material in automobile plastics to replace talc, which must be mined. Agave fibers will serve the same purpose in a new hybrid plastic. The fibers are extremely strong and resilient and have been used for centuries by indigenous people.","Canadian farmers, because the climate was too cold to compost it, adopted it as a reinforcing material in automobile plastics to replace talc, which must be mined. Agave fibers will serve the same purpose in a new generation of eco-friendly plastic materials, a Canada-based company announced.",1
"West Sussex, while appreciating the publicity given to Mildura’s plight in Australia’s heatwave, suffocating dust storm adds to the town’s woes, 22 November. As a former resident, I must point out that Mildura is not a town, having been proclaimed a regional city in 1934.","West Sussex, while appreciating the publicity given to Mildura’s plight in Australia’s heatwave, suffocating dust storm adds to the town’s woes, 22 November. As a former resident, I must point out that Mildura’s problems are not unique in Australia. The heat",1
"Whitehaven in the northwest of England found itself at the centre of a political storm in May when the Levelling Up, Housing and Communities Secretary Michael Gove gave his approval for the UK’s first new deep coalmine in more than 40 years just outside the town, but Whitehaven may soon be known for more than climate wrecking.","Whitehaven in the northwest of England found itself at the centre of a political storm in May when the Levelling Up, Housing and Communities Secretary Michael Gove gave his approval for the UK’s first new deep coalmine in 30 years. A 20-year licence was granted for the",0
"Gerows and wild bird meadows provide seeds and cover through the winter. This should be ideal for grey partridges to thrive, but the ones here strayed over a boundary and were shot. Grey partridges are “red-listed,” which means they are at risk of extinction, yet they can be shot for most of the autumn and winter.","Gerows and wild bird meadows provide seeds and cover through the winter. This should be ideal for grey partridges to thrive, but the ones here strayed over a boundary and were shot. Grey partridges are in trouble. The birds are a protected species in England and have been in decline for some time.",1
"Plan to ban dark roofs abandoned as NSW government walks back sustainability measures. The New South Wales government has abandoned its plan to ban dark roofs – aimed at reducing temperatures and energy costs for new homes – as the state’s new planning minister walks back ambitious sustainability measures announced by his predecessor, former planning minister Rob.",Plan to ban dark roofs abandoned as NSW government walks back sustainability measures. The New South Wales government has abandoned its plan to ban dark roofs – aimed at reducing temperatures and energy costs for new homes – as the state moves to a more business-friendly approach to climate change. The NSW...,1
"Singers, that ubiquitous flower duet from Lakmé is on this portrait disc, but Yende’s lustrous, appealingly forward soprano tone and somersaulting vocal agility are showcased far more effectively by the other six numbers, which include scenes from Bellini’s Beatrice di Tenda and I Puritani alongside Donizetti.","Singers, that ubiquitous flower duet from Lakmé is on this portrait disc, but Yende’s lustrous, appealingly forward soprano tone and somersaulting vocal agility are showcased far more effectively by the languidly romantic, androgynous timbre of Yamina.",1
"Liam, an avatar for Williams, is an angry adult whose relationships are strained by his relentlessly glum attitude to almost everything, especially bins. “I haven’t got anxiety or depression or anything like that,” he tells his girlfriend Jess. “I’m just from the North.” She is from the Midlands, he reasons, so wouldn’t.","Liam, an avatar for Williams, is an angry adult whose relationships are strained by his relentlessly glum attitude to almost everything, especially bins. “I haven’t got anxiety or depression or anything like that,” he tells his friend Jonathan, who has been helping him through the process of creating.",1
"Fraud was prohibited from voting under Texas law. The Guardian highlighted her plight last month for casting a vote that was not counted. She will now serve 10 months in the federal system while locked up. It is likely that her final appeals in state court will be exhausted, which means she could be passed at the end of the 10 months.","Fraud was prohibited from voting under Texas law. The Guardian highlighted her plight last month for casting a vote that was not counted. She will now serve 10 months in the federal system while locked up. It is likely that her sentence will be commuted by President Biden when he takes office in January, but she will remain.",1
"Williams said, while admitting to ‘an appalling memory for directions,’ finally the magazine launched its own quest for ‘a memory in a million’ with mysterious dot and square patterns for readers to test whether they had exceptional photographic recall. If you fancy attempting something similar, the University of Cambridge started an online search for ‘super memorisers’ in May…","Williams said, while admitting to ‘an appalling memory for directions,’ finally the magazine launched its own quest for ‘a memory in a million’ with mysterious dot and square patterns for readers to test whether they had exceptional photographic recall. The magazine’s head of photography, John Baxter, said: “",1
"Expert diver says he ‘doesn’t think’ Nicola Bulley is in River Wyre. An expert diver who is aiding the search for Nicola Bulley has said he “doesn’t think she is in the water” as specially trained divers continue to scour the River Wyre. Bulley, 45, is from Inskip in Lancashire.",Expert diver says he ‘doesn’t think’ Nicola Bulley is in River Wyre. An expert diver who is aiding the search for Nicola Bulley has said he “doesn’t think she is in the water” as he has been unable to find the body of the missing woman.,1
"Sensible time in Barnsley, and he’d get them at a not sensible time in the States. It’s a challenge not being in the same room or even the same continent. You wrote your first libretto when you were 10. I probably didn’t know it was a libretto at the time, just “the words.” The opera was called The Diamondstud.","Sensible time in Barnsley, and he’d get them at a not sensible time in the States. It’s a challenge not being in the same room or even the same continent. You wrote your first libretto when you were 10. I probably wrote it at the same time as I was writing a screenplay for the film The Prin.",1
"Astair Campbell opinion 30 July says we need “an alternative who can stand up to Johnson and lead the country against the disaster which is in the making.” Save us from disasters in the making. Remember Iraq, Q, Denis Jackson, Glasgow. • No photo on Monday of Mrs May leaving church. Letters 30 Jul.","Astair Campbell opinion 30 July says we need “an alternative who can stand up to Johnson and lead the country against the disaster which is in the making.” Save us from disasters in the making. Remember Iraq and the UK, and the British prime minister’s latest political disaster.",0
"“A significant step up is needed,” mused the Racing Post’s analyst in Friday’s paper, but the successful jockey claimed she had known hours earlier that she had a big chance. “Alfie, who rides her out all the time, said this morning, ‘I can’t believe she’s drifted out to 50/1,’” Char said.","“A significant step up is needed,” mused the Racing Post’s analyst in Friday’s paper, but the successful jockey claimed she had known hours earlier that she had a big chance. “Alfie, who rides her out all the way to the line, has a lot of confidence in herself.”",1
"A counterweight to the pull of London in which young people, especially from disadvantaged and minority backgrounds—both of which are woefully underrepresented in production and broadcasting—can build sustainable careers without having to go to London. A Channel 4 outpost in Birmingham will not resolve this issue; it will be one more.","A counterweight to the pull of London in which young people, especially from disadvantaged and minority backgrounds—both of which are woefully underrepresented in production and broadcasting—can build sustainable careers without having to move to the capital, and can develop a new generation of creatives who are not afraid to.",0
"First of his three Olympic gold medals in freestyle swimming, the International Surfing Association has been lobbying the IOC since 1995. It was only when Thomas Bach was elected IOC president in 2013 and decided the games needed more youth sports that the ISA started to make headway. The surfers here.","First of his three Olympic gold medals in freestyle swimming, the International Surfing Association has been lobbying the IOC since 1995. It was only when Thomas Bach was elected IOC president in 2013 that the surfing competition was finally accepted as an official Olympic sport.",0
"Arts programme marking the centenary of the First World War. Its home will be in Dalby Forest, North Yorkshire, from 10 October. How did you come to make Nissen Hut? Tamsin Dillon of 14-18 NOW came to me and asked if I was interested in getting involved. I wasn’t sure initially what I might do.","Arts programme marking the centenary of the First World War. Its home will be in Dalby Forest, North Yorkshire, from 10 October. How did you come to make Nissen Hut? Tamsin Dillon of 1445 Productions, which is based in Dalby Forest, North Yorkshire, had the idea for her.",0
"Portrait of electropop pioneer Gary Numan: his mental health issues, his Asperger’s diagnosis, his complex relationship with fame. All of this is touched upon rather cursorily. Instead, the film focuses on real estate and Numan’s move from the UK to the US. It’s like a celebrity version of A Place in the Sun 201.","Portrait of electropop pioneer Gary Numan: his mental health issues, his Asperger’s diagnosis, his complex relationship with fame. All of this is touched upon rather cursorily. Instead, the film focuses on real estate and Numan’s relationship with his children. “I’m not a real estate guy,” he says.",0
"Military contractors told The Guardian by telephone. Shabaev, one of the sources cited by Reuters, is a campaigner for the rights of veterans, a group that overlaps heavily with those who join mercenary groups in Russia. He said he had been told about the trip by the relatives of the military contractors. A government spokesman did not comment.","Military contractors told The Guardian by telephone. Shabaev, one of the sources cited by Reuters, is a campaigner for the rights of veterans, a group that overlaps heavily with those who join mercenary groups in Russia. A second source said they were not members of the group, but that they had spoken to veterans.",1
"She relays enduring harsh discipline as a child of Brethren parents, as well as hours of boredom in congregation meetings. She also inherited his literary leanings. Her father was one of the last Brethren permitted to attend university, where he experienced what could be argued was his true conversion courtesy of reading C.S. Lewis’ Mere Christianity.","She relays enduring harsh discipline as a child of Brethren parents, as well as hours of boredom in congregation meetings. She also inherited his literary leanings. Her father was one of the last Brethren permitted to attend the University of Washington, where he studied law and then taught for many years.",1
